"gene","logFC","SE","CI_low","CI_high","raw_P","FDR","n_paired_donors","cell_threshold","model","plot_class","minus_log10_FDR","labelled_gene","displayed_in_volcano","analysis_type","effect","P","effect_definition","selection_display_rule"
"PLEKHG1",-0.0734551982117141,0.123503034059378,-0.315521144968094,0.168610748544666,0.552001019957139,0.712277779942398,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.147350603597201,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0734551982117141,0.552001019957139,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MTHFD1L",0.431310823048642,0.132074521726121,0.172444760465444,0.69017688563184,0.00109208295338604,0.00972237661479227,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",2.01222755971096,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.431310823048642,0.00109208295338604,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ZBTB2",0.043158996270289,0.153653633400473,-0.258002125194638,0.344320117735216,0.778798628659112,0.871008843772737,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0599774353686857,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.043158996270289,0.778798628659112,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RMND1",0.0436145551943161,0.104501064246813,-0.161207530729438,0.24843664111807,0.676415170812879,0.802417687571715,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0955995067945536,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0436145551943161,0.676415170812879,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FBXO5",0.622778858018346,0.130914755504714,0.366185937229107,0.879371778807585,1.96362142415916e-06,0.000144635344197536,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",3.83972556655526,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.622778858018346,1.96362142415916e-06,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MTRF1L",-0.100110903532264,0.0759687097534943,-0.249009574649113,0.0487877675845851,0.187573526622392,0.35206059881581,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.453382576674704,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.100110903532264,0.187573526622392,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"CNKSR3",-0.128205163494866,0.110720827639934,-0.345217985669136,0.0888076586794043,0.246899255047956,0.420616960209823,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.376113219578764,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.128205163494866,0.246899255047956,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SCAF8",-0.00961511329459509,0.0807678492292922,-0.167920097784008,0.148689871194818,0.905238677563103,0.947726738249926,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0233168664358741,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.00961511329459509,0.905238677563103,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TFB1M",0.119080708782283,0.0838842637796004,-0.0453324482257339,0.2834938657903,0.155728999576459,0.309469884340701,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.509381607390286,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.119080708782283,0.155728999576459,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ARID1B",-0.269466131975422,0.0944337459120815,-0.454556273963102,-0.0843759899877424,0.00432413377944876,0.0252576629279353,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",1.59760683685502,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.269466131975422,0.00432413377944876,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TMEM242",-0.0262482271352882,0.0710206504852509,-0.16544870208638,0.112952247815804,0.711691099394103,0.82699506473225,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0824970821837846,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0262482271352882,0.711691099394103,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ZDHHC14",0.0263447187615281,0.0948775789508053,-0.15961533598205,0.212304773505107,0.78126519489586,0.87265350083826,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0591581647086222,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0263447187615281,0.78126519489586,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SNX9",-0.398630500069824,0.111467728206929,-0.617107247355405,-0.180153752784244,0.000348629631748145,0.00444039164428475,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",2.35257872325237,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.398630500069824,0.000348629631748145,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SYNJ2",0.0487090451042702,0.085428184176743,-0.118730195882146,0.216148286090686,0.568558770826402,0.723636659177531,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.140479440049879,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0487090451042702,0.568558770826402,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SERAC1",-0.117203095555897,0.129661847218693,-0.371340316104536,0.136934124992742,0.366041264336418,0.54547040173389,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.263228810084604,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.117203095555897,0.366041264336418,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"GTF2H5",0.0416751614109798,0.0558869927719156,-0.0678633444219748,0.151213667243934,0.455846162835267,0.629656899785735,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.200896033275422,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0416751614109798,0.455846162835267,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TULP4",-0.141286713543515,0.107526415271884,-0.352038487476407,0.0694650603893777,0.188855581296589,0.353581189104176,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.451510847973343,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.141286713543515,0.188855581296589,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TMEM181",-0.225166555453624,0.0735094067894268,-0.369244992760901,-0.081088118146348,0.00219057924402299,0.0155428773250126,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",1.80846858072791,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.225166555453624,0.00219057924402299,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DYNLT1",-0.0496397655002244,0.0611260130129044,-0.169446751005517,0.0701672200050682,0.416740539057416,0.595501085146233,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.225117442791461,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0496397655002244,0.416740539057416,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"EZR",-0.382410572498955,0.0815685161025935,-0.542284864060038,-0.222536280937872,2.75601167766846e-06,0.000176489981407771,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",3.75327994264337,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.382410572498955,2.75601167766846e-06,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RSPH3",-0.063837972299995,0.0805115407731887,-0.221640592215445,0.0939646476154549,0.427833397892523,0.605533966151337,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.21786149100422,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.063837972299995,0.427833397892523,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SOD2",-0.174672405478694,0.0556197434151883,-0.283687102572463,-0.0656577083849253,0.0016867418826141,0.013055986238774,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",1.88419031634356,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.174672405478694,0.0016867418826141,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"WTAP",-0.071403821942843,0.0625118066523368,-0.193926962981423,0.051119319095737,0.25335204052966,0.427798014349886,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.36876123556367,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.071403821942843,0.25335204052966,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ACAT2",0.256749616274085,0.0767158481271508,0.106386553944869,0.4071126786033,0.000817616403362731,0.00807486006800855,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",2.09286499496817,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.256749616274085,0.000817616403362731,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TCP1",0.125732133157983,0.054904750634485,0.0181188219143921,0.233345444401573,0.022021048256494,0.0776819087742425,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.10968011162817,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.125732133157983,0.022021048256494,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MRPL18",0.106327101223745,0.0440436106980367,0.0200016242555927,0.192652578191897,0.015772735974035,0.0612848249781806,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.2126470498554,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.106327101223745,0.015772735974035,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"IGF2R",-0.253235994129651,0.0829295306842677,-0.415777874270816,-0.0906941139884866,0.00226091727164641,0.015891462924349,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",1.79883612099731,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.253235994129651,0.00226091727164641,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MAP3K4",0.371959681144298,0.126554812598808,0.123912248450634,0.620007113837962,0.00329146446438435,0.0208527447098172,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",1.68083677359784,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.371959681144298,0.00329146446438435,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"AGPAT4",-0.324183634401806,0.157024908535043,-0.63195245513049,-0.0164148136731227,0.0389668893639516,0.116630857406512,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.933186531666045,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.324183634401806,0.0389668893639516,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SFT2D1",-0.0633325862699036,0.046493805616595,-0.15446044527843,0.0277952727386225,0.173143433080752,0.333246942349057,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.47723382669137,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0633325862699036,0.173143433080752,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MPC1",-0.0884614704337155,0.0560228179971917,-0.198266193708211,0.0213432528407802,0.114330158104232,0.250283725542163,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.601567389053469,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0884614704337155,0.114330158104232,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RPS6KA2",-0.306027441969832,0.17129308360153,-0.641761885828832,0.0297070018891675,0.0740066763922753,0.185041387313188,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.732731124183591,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.306027441969832,0.0740066763922753,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RNASET2",0.0116498691199198,0.0474651586070461,-0.0813818417498907,0.10468157998973,0.806115424578366,0.888440153604803,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0513718214710233,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0116498691199198,0.806115424578366,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FGFR1OP",0.0701037431340742,0.0763240872535288,-0.0794914678828422,0.219698954150991,0.358356685928603,0.53765462463644,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.269496614260356,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0701037431340742,0.358356685928603,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FRMD1",-0.142130180768882,0.144141877195885,-0.424648260072816,0.140387898535053,0.324111700158874,0.505648445042419,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.296151323952933,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.142130180768882,0.324111700158874,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SMOC2",-0.483313941537215,0.21660015561707,-0.907850246546672,-0.0587776365277586,0.0256569810531988,0.086620249341214,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.06238057046351,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.483313941537215,0.0256569810531988,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"WDR27",0.0522695978058177,0.128947548836491,-0.200467597913705,0.30500679352534,0.685216217976429,0.807671219070486,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0927653926932339,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0522695978058177,0.685216217976429,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"C6orf120",-0.0833140783535071,0.0808886958428389,-0.241855922205471,0.0752277654984572,0.303017424467792,0.484508868059967,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.31469826956417,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0833140783535071,0.303017424467792,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PHF10",0.247726919747837,0.091695735287747,0.068003278583853,0.427450560911821,0.00690028301212168,0.0348392995387402,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",1.45793058528085,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.247726919747837,0.00690028301212168,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ERMARD",0.0314273724618197,0.156302138243994,-0.274924818496409,0.337779563420048,0.840645332602718,0.907938967242163,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0419433442991936,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0314273724618197,0.840645332602718,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DLL1",0.676908653246811,0.176982961376248,0.330022048949365,1.02379525754426,0.000130925653676776,0.00228135414212912,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",2.64180729252507,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.676908653246811,0.000130925653676776,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FAM120B",0.122710078367126,0.124172471227477,-0.120667965238728,0.36608812197298,0.323043500211553,0.504331976507521,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.297283495095859,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.122710078367126,0.323043500211553,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PSMB1",0.111674174448336,0.044994230680023,0.0234854823154904,0.199862866581181,0.0130659548542263,0.0539684919539321,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.26785971729214,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.111674174448336,0.0130659548542263,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TBP",0.0820246794101184,0.105795119016246,-0.125333753861725,0.289383112681961,0.438152784560025,0.614263955158251,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.211644968214788,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0820246794101184,0.438152784560025,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PDCD2",0.107831241273355,0.0552811800731284,-0.000519871669976427,0.216182354216687,0.0511051394708982,0.142294120299894,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.846813044919702,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.107831241273355,0.0511051394708982,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PDGFA",-0.549353678383897,0.13145868209703,-0.807012695294075,-0.291694661473719,2.92912724760737e-05,0.000844114388098954,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",3.07359869703073,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.549353678383897,2.92912724760737e-05,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PRKAR1B",0.220229529177721,0.0950523067310386,0.0339270079848854,0.406532050370557,0.0205075520365343,0.0738968827632602,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.13137388132464,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.220229529177721,0.0205075520365343,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"SUN1",-0.0457054364779747,0.0700161613840507,-0.182937112790714,0.0915262398347646,0.513895479321615,0.679647156651835,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.167716495660596,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0457054364779747,0.513895479321615,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ADAP1",-0.189827473623274,0.0777391801248356,-0.342196266667952,-0.0374586805785959,0.0146121870559282,0.0584435481571447,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.23326342555273,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.189827473623274,0.0146121870559282,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"COX19",0.039211437158577,0.0614136762004189,-0.081159368194244,0.159582242511398,0.523160917534167,0.687522825686057,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.162712878726875,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.039211437158577,0.523160917534167,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
