"gene","seed","rank","distance"
"FOXM1",1234,1741,2.15687118080726e-09
"BRI3",1234,1742,2.15254366131868e-09
"TAF10",1234,1743,2.14800504380739e-09
"RTN4",1234,1744,2.14503759663841e-09
"TMEM50A",1234,1745,2.14370731413416e-09
"PPA1",1234,1746,2.14070686993496e-09
"ZNRD1",1234,1747,2.13656784597305e-09
"SBDS",1234,1748,2.13566282331926e-09
"OCIAD2",1234,1749,2.1326708373976e-09
"GOLIM4",1234,1750,2.12456360999967e-09
"TMEM258",1234,1751,2.12199088909126e-09
"PRRC2C",1234,1752,2.119327230822e-09
"NUP37",1234,1753,2.11177188836843e-09
"NTMT1",1234,1754,2.11070271999255e-09
"NUBP2",1234,1755,2.10709066805079e-09
"PTPRF",1234,1756,2.10599599574796e-09
"TMEM125",1234,1757,2.09631654996684e-09
"THRAP3",1234,1758,2.09578211228067e-09
"FASN",1234,1759,2.09459450387038e-09
"IQGAP1",1234,1760,2.09087333330606e-09
"YTHDC1",1234,1761,2.0879560537744e-09
"GSTT1",1234,1762,2.08563205278453e-09
"TNFRSF11A",1234,1763,2.08464848786395e-09
"DHRS7",1234,1764,2.08311357057847e-09
"LMNB2",1234,1765,2.08253527201704e-09
"VKORC1",1234,1766,2.07537651310545e-09
"PGP",1234,1767,2.07387109893962e-09
"PLGRKT",1234,1768,2.07019699029173e-09
"HSD17B11",1234,1769,2.06915121060223e-09
"CNIH4",1234,1770,2.0690150317673e-09
"C4orf3",1234,1771,2.06829433027918e-09
"ACOT13",1234,1772,2.06802441527919e-09
"ROMO1",1234,1773,2.06682307739514e-09
"CDC42EP1",1234,1774,2.0666113754428e-09
"AES",1234,1775,2.0636715431029e-09
"ECSIT",1234,1776,2.05995919648198e-09
"MRPL46",1234,1777,2.05929102884919e-09
"AK3",1234,1778,2.05797808848813e-09
"CDCA8",1234,1779,2.05603695125079e-09
"TM9SF2",1234,1780,2.05316300931163e-09
"ECT2",1234,1781,2.05056986535135e-09
"LBR",1234,1782,2.0488078593905e-09
"NOXO1",1234,1783,2.04823014631689e-09
"OIP5-AS1",1234,1784,2.04780291897972e-09
"TRAPPC4",1234,1785,2.04545756838222e-09
"KPNA2",1234,1786,2.04521947192344e-09
"TUBG1",1234,1787,2.04485143052132e-09
"TMEM59",1234,1788,2.03946226034235e-09
"ZCRB1",1234,1789,2.0371993771791e-09
"GPR56",1234,1790,2.03698822292786e-09
"SPINT2",1234,1791,2.02587023067289e-09
"RABGGTB",1234,1792,2.02154771593656e-09
"ADSL",1234,1793,2.02134936982448e-09
"MRPL9",1234,1794,2.01922341133464e-09
"HDDC2",1234,1795,2.01363988102886e-09
"TTC19",1234,1796,2.01324895109448e-09
"PGK1",1234,1797,2.00948716223705e-09
"ACAT2",1234,1798,2.00785445350963e-09
"NTHL1",1234,1799,2.0071083988083e-09
"MRPL1",1234,1800,2.00308550513344e-09
"EXOSC7",1234,1801,2.0019337772231e-09
"SQLE",1234,1802,2.00033514327846e-09
"GPSM2",1234,1803,1.99952259948951e-09
"CCNB2",1234,1804,1.99942680854104e-09
"SNHG18",1234,1805,1.9985883444481e-09
"PTRH1",1234,1806,1.99799929303376e-09
"THOP1",1234,1807,1.99061245736489e-09
"HLA-C",1234,1808,1.98900898299566e-09
"MYBL2",1234,1809,1.98890592978539e-09
"ELF3",1234,1810,1.98557717665432e-09
"UBA1",1234,1811,1.97920173122464e-09
"RAB25",1234,1812,1.97913942229916e-09
"SUB1",1234,1813,1.97559844939005e-09
"LAPTM4B",1234,1814,1.97286806430893e-09
"RAC1",1234,1815,1.97193110899771e-09
"IGFBP4",1234,1816,1.95966755471343e-09
"MACROD1",1234,1817,1.95562436786437e-09
"HDAC1",1234,1818,1.95504548641404e-09
"EIF5A",1234,1819,1.95075701095319e-09
"RCC2",1234,1820,1.95066096946065e-09
"C1orf35",1234,1821,1.94946706559383e-09
"TEX264",1234,1822,1.94561750491731e-09
"HNRNPUL1",1234,1823,1.94075984815700e-09
"DDX17",1234,1824,1.92692008272481e-09
"TMCO1",1234,1825,1.92650841045284e-09
"TRAPPC6A",1234,1826,1.9251571060657e-09
"ETFA",1234,1827,1.92371774896192e-09
"AURKA",1234,1828,1.92354493386603e-09
"ARID1A",1234,1829,1.9232341629143e-09
"NFIB",1234,1830,1.91424040037147e-09
"SRSF6",1234,1831,1.91411459132365e-09
"PPCS",1234,1832,1.91389989155544e-09
"IDH3G",1234,1833,1.91071587014278e-09
"ARMC10",1234,1834,1.90247163663451e-09
"SVIP",1234,1835,1.90202354753055e-09
"RAB2A",1234,1836,1.89970532075287e-09
"PRPF31",1234,1837,1.89619689303917e-09
"FAM200B",1234,1838,1.89320403379205e-09
"CD81",1234,1839,1.89265161506753e-09
"ITGB1BP1",1234,1840,1.88996705213277e-09
"GFER",1234,1841,1.88712282349544e-09
"NDUFA5",1234,1842,1.88348303074297e-09
"HAT1",1234,1843,1.87929335758416e-09
"PTS",1234,1844,1.876429893402e-09
"RSL24D1",1234,1845,1.87403583044254e-09
"TRABD2A",1234,1846,1.8599664316945e-09
"EIF4A3",1234,1847,1.85520636527186e-09
"RBM42",1234,1848,1.85377585526061e-09
"C8orf59",1234,1849,1.85239232080026e-09
"ANAPC5",1234,1850,1.85176932470669e-09
"AHCYL1",1234,1851,1.851313668797e-09
"IER2",1234,1852,1.85034688126161e-09
"PDXK",1234,1853,1.84922191726397e-09
"CD9",1234,1854,1.84873277582381e-09
"TMEM70",1234,1855,1.84105731232861e-09
"BRD2",1234,1856,1.83961089336779e-09
"NDUFB1",1234,1857,1.83906920960715e-09
"MRPS14",1234,1858,1.83869641894774e-09
"MESP1",1234,1859,1.83711743356614e-09
"AMD1",1234,1860,1.83480725305036e-09
"MSRB2",1234,1861,1.83333787730148e-09
"MRPL48",1234,1862,1.83310333293968e-09
"DDRGK1",1234,1863,1.83067980962023e-09
"DUSP23",1234,1864,1.82726750555735e-09
"NDUFS4",1234,1865,1.82660540376692e-09
"DGCR6L",1234,1866,1.82423252704017e-09
"BCLAF1",1234,1867,1.81863023643354e-09
"ANXA5",1234,1868,1.81834828016743e-09
"FOXP1",1234,1869,1.81811102176849e-09
"KIF22",1234,1870,1.81699274907362e-09
"GPS1",1234,1871,1.81111448102243e-09
"PSMG4",1234,1872,1.8077689667789e-09
"MRPS18C",1234,1873,1.80488671132633e-09
"DGUOK",1234,1874,1.80470491776182e-09
"MRPL47",1234,1875,1.79862447249196e-09
"HSPH1",1234,1876,1.79835019998026e-09
"STARD7",1234,1877,1.79337818579733e-09
"XRN2",1234,1878,1.79238986977347e-09
"SFT2D1",1234,1879,1.78896964475354e-09
"ADAR",1234,1880,1.78735921623349e-09
"BRMS1",1234,1881,1.78646101574676e-09
"MTHFS",1234,1882,1.78150497107341e-09
"UBE2S",1234,1883,1.78027113483322e-09
"MRPL2",1234,1884,1.77924681778083e-09
"MPC1",1234,1885,1.77487451764785e-09
"GLRX3",1234,1886,1.77093718985739e-09
"PDCD2",1234,1887,1.76722005846251e-09
"MZT1",1234,1888,1.76534016034393e-09
"MEA1",1234,1889,1.76527951676795e-09
"APP",1234,1890,1.76515115111466e-09
"CDK1",1234,1891,1.76183904055593e-09
"PPP1R14B",1234,1892,1.75947263356632e-09
"OTUB1",1234,1893,1.75322797308318e-09
"TMEM256",1234,1894,1.75263473819109e-09
"METTL9",1234,1895,1.74985607301663e-09
"ACADVL",1234,1896,1.7348746496189e-09
"LYPLA1",1234,1897,1.73345523751418e-09
"PIN4",1234,1898,1.73126599527074e-09
"KLF5",1234,1899,1.73085710491362e-09
"ATP2C2",1234,1900,1.72551228119796e-09
"SDF4",1234,1901,1.72446333797712e-09
"HYOU1",1234,1902,1.72149566631739e-09
"GPX2",1234,1903,1.7197008250438e-09
"SUMO3",1234,1904,1.71964518800496e-09
"SMARCB1",1234,1905,1.71813845928926e-09
"RAB4A",1234,1906,1.71463415943213e-09
"ZNF428",1234,1907,1.70932323261662e-09
"PAWR",1234,1908,1.70775233189199e-09
"RNF130",1234,1909,1.70696579248089e-09
"PPAPDC1B",1234,1910,1.70289771418134e-09
"RALBP1",1234,1911,1.70235993576159e-09
"TCEB2",1234,1912,1.70034816349364e-09
"ATG3",1234,1913,1.69873843602349e-09
"PSMC1",1234,1914,1.69864257122912e-09
"TMEM66",1234,1915,1.69673244495958e-09
"OXA1L",1234,1916,1.69084064157676e-09
"COQ4",1234,1917,1.69079404610295e-09
"NSMCE1",1234,1918,1.69016016851204e-09
"MESDC2",1234,1919,1.68681059339102e-09
"ALYREF",1234,1920,1.68497499429966e-09
"MFF",1234,1921,1.68256268703993e-09
"RAB13",1234,1922,1.68149496022928e-09
"SRP72",1234,1923,1.67359737267776e-09
"RAP1GAP",1234,1924,1.67332280225402e-09
"MINOS1",1234,1925,1.66942132976179e-09
"FBXL15",1234,1926,1.6659248258566e-09
"SMC1A",1234,1927,1.66538650011651e-09
"FDFT1",1234,1928,1.65685150584998e-09
"REXO2",1234,1929,1.65453967053388e-09
"TXN2",1234,1930,1.64866392399417e-09
"TCF25",1234,1931,1.64742248214695e-09
"RAB5C",1234,1932,1.63760640691571e-09
"POP4",1234,1933,1.63230683911208e-09
"ENSA",1234,1934,1.62852305599451e-09
"SUMO1",1234,1935,1.6254867855198e-09
"SSU72",1234,1936,1.62337175688849e-09
"DARS",1234,1937,1.62214066024778e-09
"SMIM19",1234,1938,1.61932702258287e-09
"CAMTA1",1234,1939,1.61825522269071e-09
"MALSU1",1234,1940,1.61466235544972e-09
"CHCHD3",1234,1941,1.61355496039391e-09
"SLC25A4",1234,1942,1.60984858765668e-09
"SMIM4",1234,1943,1.60808685343367e-09
"PSMA1",1234,1944,1.60342855413259e-09
"COPRS",1234,1945,1.60116107072119e-09
"TXNDC12",1234,1946,1.5986093228115e-09
"POLE4",1234,1947,1.59716905066068e-09
"KHSRP",1234,1948,1.59623636761343e-09
"TTC3",1234,1949,1.59274727409589e-09
"ZNF706",1234,1950,1.58963618916406e-09
"UBE2D3",1234,1951,1.58811621567496e-09
"PRPF38B",1234,1952,1.57996486327542e-09
"PGRMC1",1234,1953,1.57614914751842e-09
"DAZAP1",1234,1954,1.57532561106529e-09
"DCTN3",1234,1955,1.57444649066476e-09
"FH",1234,1956,1.57185926040711e-09
"PMF1",1234,1957,1.56844072612282e-09
"EID1",1234,1958,1.56716196748639e-09
"DNAJC10",1234,1959,1.5654943136488e-09
"CD46",1234,1960,1.55615632925988e-09
"NSMCE4A",1234,1961,1.55516394580001e-09
"UBE2C",1234,1962,1.55143923173081e-09
"ZNF622",1234,1963,1.54974266041785e-09
"ALDH7A1",1234,1964,1.54969815290198e-09
"NCBP2-AS2",1234,1965,1.54848481288406e-09
"NDUFA8",1234,1966,1.54754994405642e-09
"CTBP1",1234,1967,1.54292463874389e-09
"C11orf58",1234,1968,1.54217352574841e-09
"ZBTB8OS",1234,1969,1.54147747378402e-09
"LRPAP1",1234,1970,1.53939794482705e-09
"VIL1",1234,1971,1.53792222061846e-09
"FAM3D",1234,1972,1.53277413281721e-09
"KARS",1234,1973,1.5327568046336e-09
"METTL5",1234,1974,1.53186069203475e-09
"UQCR11",1234,1975,1.53143276545326e-09
"ARPC5L",1234,1976,1.53058619687867e-09
"ISCU",1234,1977,1.52841312062119e-09
"CDX2",1234,1978,1.52143737156144e-09
"FKBP3",1234,1979,1.51554684560781e-09
"JAGN1",1234,1980,1.51456239204304e-09
"PTP4A2",1234,1981,1.51245889428431e-09
"MTCH1",1234,1982,1.51015931561416e-09
"U2SURP",1234,1983,1.50972519907503e-09
"HDLBP",1234,1984,1.50516421877135e-09
"TXNL1",1234,1985,1.50326909031179e-09
"SMIM12",1234,1986,1.50238506660198e-09
"ITGAE",1234,1987,1.50218728754258e-09
"DPY30",1234,1988,1.50142302671348e-09
"SNX5",1234,1989,1.49801416922025e-09
"MRPL43",1234,1990,1.49788041299994e-09
"SRP19",1234,1991,1.49639256486121e-09
"DNAJA1",1234,1992,1.49348944417009e-09
"RHEB",1234,1993,1.49203481854501e-09
"VPS28",1234,1994,1.4908529409823e-09
"NMRAL1",1234,1995,1.48952584814508e-09
"C14orf119",1234,1996,1.48881603099717e-09
"EIF4G2",1234,1997,1.48881186298569e-09
"SF3B2",1234,1998,1.48745618823252e-09
"HIST1H4C",1234,1999,1.48648056613809e-09
"TCEAL8",1234,2000,1.48602249518364e-09
"TCEB1",1234,2001,1.48497136326958e-09
"PCMT1",1234,2002,1.47902067696003e-09
"PNN",1234,2003,1.47897139996752e-09
"IER3IP1",1234,2004,1.47832435523462e-09
"GAR1",1234,2005,1.4777532400168e-09
"MRPL19",1234,2006,1.473149427802e-09
"PDHA1",1234,2007,1.47062047120879e-09
"TMEM126A",1234,2008,1.46772709862193e-09
"PRPF40A",1234,2009,1.46522043898101e-09
"NUDCD2",1234,2010,1.46313318269368e-09
"MRPS6",1234,2011,1.46014703644759e-09
"PNISR",1234,2012,1.45314263089379e-09
"MRPS35",1234,2013,1.45226945001024e-09
"PIH1D1",1234,2014,1.45207345106121e-09
"CHD4",1234,2015,1.44834701287998e-09
"PFDN4",1234,2016,1.44473781658725e-09
"PPIG",1234,2017,1.44273586504296e-09
"PDZD11",1234,2018,1.44006883887463e-09
"STXBP6",1234,2019,1.43949650834874e-09
"PCNP",1234,2020,1.43819096031116e-09
"SAE1",1234,2021,1.43188840478288e-09
"PDHB",1234,2022,1.43065991096146e-09
"COA6",1234,2023,1.42756699342365e-09
"SGSM3",1234,2024,1.42364274205307e-09
"HOXB9",1234,2025,1.41694608621481e-09
"BRI3BP",1234,2026,1.41373662315536e-09
"RWDD1",1234,2027,1.41350086026739e-09
"VDAC1",1234,2028,1.41196893367247e-09
"TOMM5",1234,2029,1.41012307420434e-09
"EIF3J",1234,2030,1.40793275696082e-09
"IARS2",1234,2031,1.40759134027621e-09
"ENY2",1234,2032,1.40548272832765e-09
"PPAP2C",1234,2033,1.39788465202211e-09
"DAP3",1234,2034,1.39679858728167e-09
"ZC3H15",1234,2035,1.39186350882405e-09
"MRPL42",1234,2036,1.38908512306466e-09
"EIF4E2",1234,2037,1.38867791710069e-09
"DENR",1234,2038,1.38511451492756e-09
"SLC25A1",1234,2039,1.38333555250028e-09
"RBM25",1234,2040,1.38186460715365e-09
"C21orf33",1234,2041,1.38076093564437e-09
"LAMTOR2",1234,2042,1.37933520029918e-09
"MTCH2",1234,2043,1.37921859644478e-09
"TMEM160",1234,2044,1.3771681055043e-09
"NDUFB4",1234,2045,1.37471962148752e-09
"SRSF1",1234,2046,1.3742012714766e-09
"TRMT10C",1234,2047,1.37397903517609e-09
"ADI1",1234,2048,1.37038638224481e-09
"NDUFB5",1234,2049,1.3663618274565e-09
"AKAP1",1234,2050,1.3642242588641e-09
"UBE2V2",1234,2051,1.3631136672668e-09
"YTHDF2",1234,2052,1.36148131906877e-09
"FCGRT",1234,2053,1.35621184938783e-09
"THYN1",1234,2054,1.3541466192352e-09
"MAT2A",1234,2055,1.35317452369867e-09
"LINC00493",1234,2056,1.35028936538203e-09
"TMEM98",1234,2057,1.34973389144486e-09
"C2orf82",1234,2058,1.34843628000725e-09
"MORF4L2",1234,2059,1.3460771419758e-09
"C11orf73",1234,2060,1.34435435677593e-09
"MVD",1234,2061,1.34152094135087e-09
"POLDIP2",1234,2062,1.33778122281417e-09
"AAMP",1234,2063,1.33771602088733e-09
"TACC3",1234,2064,1.33675028185147e-09
"TMEM134",1234,2065,1.33295262904373e-09
"POLR2K",1234,2066,1.33118133479576e-09
"BUB3",1234,2067,1.3304529654999e-09
"GSPT1",1234,2068,1.32477890455107e-09
"CCND1",1234,2069,1.32022061666459e-09
"MAPK13",1234,2070,1.31361276829478e-09
"TIMM10",1234,2071,1.30964308588381e-09
"RHOA",1234,2072,1.30691251169867e-09
"COQ2",1234,2073,1.3054523602362e-09
"TMEM219",1234,2074,1.30343326967239e-09
"MRPL33",1234,2075,1.30057277895761e-09
"MPDU1",1234,2076,1.29912077379042e-09
"PIGP",1234,2077,1.29836403139656e-09
"KDELR1",1234,2078,1.29617167693614e-09
"NAA38",1234,2079,1.29532039258935e-09
"EMP2",1234,2080,1.28627964792134e-09
"BSG",1234,2081,1.28255466555092e-09
"DUS1L",1234,2082,1.27732183612184e-09
"SMARCA4",1234,2083,1.27567940764425e-09
"EIF4H",1234,2084,1.2708332078517e-09
"NUDT21",1234,2085,1.26434931426165e-09
"ZDHHC12",1234,2086,1.26161893697794e-09
"MRPS18B",1234,2087,1.25967309214271e-09
"DNAJC8",1234,2088,1.25767931903109e-09
"GSTK1",1234,2089,1.25664818846713e-09
"ELAVL1",1234,2090,1.25614340387409e-09
"MKKS",1234,2091,1.25589220031218e-09
"C14orf2",1234,2092,1.25176415216343e-09
"DHCR24",1234,2093,1.24917236098294e-09
"NUDT22",1234,2094,1.24855634206578e-09
"CHCHD1",1234,2095,1.24101755864474e-09
"PFKL",1234,2096,1.24042350163069e-09
"ERGIC3",1234,2097,1.23709227841627e-09
"LRPPRC",1234,2098,1.23515339441771e-09
"PTBP1",1234,2099,1.23452350440441e-09
"LUC7L3",1234,2100,1.22551212955181e-09
"SMIM20",1234,2101,1.22360296873941e-09
"AKR7A2",1234,2102,1.21616226126245e-09
"MRPS10",1234,2103,1.21538273281536e-09
"NME3",1234,2104,1.21206563260809e-09
"ANAPC16",1234,2105,1.21191047466147e-09
"RBCK1",1234,2106,1.19564655894952e-09
"FAM136A",1234,2107,1.19466020912859e-09
"PSME1",1234,2108,1.18000675925998e-09
"SPG21",1234,2109,1.17833241937119e-09
"CANX",1234,2110,1.17271612771543e-09
"GPAA1",1234,2111,1.16588297353898e-09
"HADH",1234,2112,1.16197385924615e-09
"SEC62",1234,2113,1.15787680199346e-09
"GPI",1234,2114,1.14914477308951e-09
"ATP1A1",1234,2115,1.14042837134249e-09
"RABL6",1234,2116,1.12526713045147e-09
"ALKBH7",1234,2117,1.10939604402398e-09
"TCEA3",1234,2118,1.1026317733279e-09
"DDT",1234,2119,1.10114144571908e-09
"OST4",1234,2120,1.08849507334874e-09
"C7orf73",1234,2121,1.08397561411577e-09
"PIGT",1234,2122,1.07844131030702e-09
"LARP1",1234,2123,1.07510185826217e-09
"KIF5B",1234,2124,1.07055292888875e-09
"SRRM2",1234,2125,1.06558026887049e-09
"ATP6V0E1",1234,2126,1.06366737017383e-09
"CLN3",1234,2127,1.06072587016036e-09
"TMED2",1234,2128,1.06032009024145e-09
"COX5B",1234,2129,1.0435106050206e-09
"ABHD14B",1234,2130,1.01458638173501e-09
"SERP1",1234,2131,9.89695961454313e-10
"CKLF",1234,2132,9.89210264596714e-10
"COX14",1234,2133,9.82492612747571e-10
"COX8A",1234,2134,9.78775163899471e-10
"COX6B1",1234,2135,9.64599054090455e-10
"SKP1",1234,2136,8.88629301512282e-10
"SOD1",1234,2137,7.68604420709661e-10
"TSTD1",1234,2138,6.93588081998758e-10
"UQCR10",1234,2139,6.36642743096412e-10
"PRELID1",1234,2140,6.08713575994204e-10
"CYCS",1234,2141,6.06454664553403e-10
"SHFM1",1234,2142,5.25772545779983e-10
"GNAS",1234,2143,4.10566517610202e-10
"KRT19",1234,2144,2.85846410233289e-10
"KRT8",1234,2145,2.73738611977294e-10
"MYL12B",1234,2146,2.3825204278716e-10
"TFF1",1234,2147,2.33885306046188e-10
"PRSS3",1234,2148,2.03851800696778e-10
"BTG2",1234,2149,2.01854625179615e-10
"HLA-DRA",1234,2150,1.94772990188184e-10
"HLA-DPB1",1234,2151,1.8794756549059e-10
"ACTB",1234,2152,1.87356345598275e-10
"HLA-DPA1",1234,2153,1.8727719836314e-10
"ETHE1",1234,2154,1.81378323705977e-10
"EPCAM",1234,2155,1.73992086247129e-10
"SLPI",1234,2156,1.71048805343776e-10
"RHOB",1234,2157,1.66402011821157e-10
"PPP1R15A",1234,2158,1.57730598097215e-10
"SRI",1234,2159,1.51030420806979e-10
"IGHG3",1234,2160,1.49538312440102e-10
"SQRDL",1234,2161,1.48613935662609e-10
"HSD17B2",1234,2162,1.41942435874462e-10
"HLA-DQB1",1234,2163,1.37160284461791e-10
"ARPC2",1234,2164,1.33749630711664e-10
"CTNNA1",1234,2165,1.32714687550005e-10
"RAB11A",1234,2166,1.29033022632772e-10
"ALDOA",1234,2167,1.28192982032818e-10
"MOGAT3",1234,2168,1.28144533234999e-10
"VILL",1234,2169,1.26886526591094e-10
"SRGN",1234,2170,1.26215715334085e-10
"SLC22A18AS",1234,2171,1.2560893839654e-10
"MAPK3",1234,2172,1.25382218938961e-10
"MIR24-2",1234,2173,1.25304648365687e-10
"IGHG2",1234,2174,1.24637399685443e-10
"CCNL1",1234,2175,1.22940526411829e-10
"IGHG4",1234,2176,1.2133582329539e-10
"IGLV6-57",1234,2177,1.20515855104117e-10
"IGHG1",1234,2178,1.18502457889209e-10
"FN1",1234,2179,1.16683918797258e-10
"MMP28",1234,2180,1.14505226537493e-10
"TMBIM6",1234,2181,1.14108518079078e-10
"TAP1",1234,2182,1.13496953870116e-10
"SFN",1234,2183,1.12970460770499e-10
"PTP4A1",1234,2184,1.12451121026043e-10
"FTH1",1234,2185,1.122990711013e-10
"RGS1",1234,2186,1.11242069149809e-10
"FFAR4",1234,2187,1.10414588535723e-10
"GLUL",1234,2188,1.08923286752287e-10
"HLA-DQA1",1234,2189,1.08864892511327e-10
"IER3",1234,2190,1.07791815473607e-10
"IGFBP7",1234,2191,1.04717550102852e-10
"BCAS1",1234,2192,1.04303523679916e-10
"LDHA",1234,2193,1.04244647109608e-10
"CFDP1",1234,2194,1.03514393125993e-10
"SMOC2",1234,2195,1.03313935321777e-10
"IGLC2",1234,2196,1.028073071425e-10
"VDAC2",1234,2197,9.990581861216e-11
"GNG5",1234,2198,9.87668856907796e-11
"CTSB",1234,2199,9.85149414331533e-11
"CD79A",1234,2200,9.72924919311233e-11
"HSD11B2",1234,2201,9.64273004620582e-11
"MUC12",1234,2202,9.3540643000804e-11
"MAP3K13",1234,2203,9.34344222018215e-11
"GNA11",1234,2204,9.0702259943306e-11
"CAPN5",1234,2205,9.00952006437039e-11
"AC013394.2",1234,2206,8.9870352996467e-11
"USMG5",1234,2207,8.97596565450675e-11
"QSOX1",1234,2208,8.96761860776081e-11
"EGR3",1234,2209,8.94958168768895e-11
"ZG16B",1234,2210,8.92611712689945e-11
"SIK1",1234,2211,8.86829095473144e-11
"DSP",1234,2212,8.76582166027439e-11
"RGCC",1234,2213,8.73679481820388e-11
"TP53I3",1234,2214,8.72530486895274e-11
"TSC22D3",1234,2215,8.72417050543012e-11
"RAB10",1234,2216,8.6668402327113e-11
"COX7A2",1234,2217,8.54697376818691e-11
"RAB11FIP1",1234,2218,8.49485950744256e-11
"CCDC64B",1234,2219,8.49289575897892e-11
"ACTR3",1234,2220,8.49183522016025e-11
"CEBPG",1234,2221,8.4628437140916e-11
"CMPK1",1234,2222,8.43090920778201e-11
"PAPSS2",1234,2223,8.39721485334007e-11
"MYOF",1234,2224,8.29217240748537e-11
"SQSTM1",1234,2225,8.26828452888477e-11
"CALM3",1234,2226,8.2661060934249e-11
"UQCRQ",1234,2227,8.20765359275063e-11
"H3F3B",1234,2228,8.19237414526613e-11
"C1S",1234,2229,8.16361262693009e-11
"ATP6V0D1",1234,2230,8.13948579670334e-11
"ZDHHC2",1234,2231,7.98350023084185e-11
"UBL5",1234,2232,7.92767379060555e-11
"NR4A2",1234,2233,7.86910286765811e-11
"MYEOV",1234,2234,7.86368527121716e-11
"IGLL5",1234,2235,7.70646082672302e-11
"COX6A1",1234,2236,7.65754531499673e-11
"LY6E",1234,2237,7.55139879952323e-11
"FAM129B",1234,2238,7.3502945133799e-11
"TMEM176A",1234,2239,7.34092808463632e-11
"CTTN",1234,2240,7.23983995237168e-11
"TMEM176B",1234,2241,7.12882018927806e-11
"WDR1",1234,2242,7.09380667466166e-11
"CRB3",1234,2243,7.08914954788814e-11
"HKDC1",1234,2244,7.07156706106308e-11
"PSMB9",1234,2245,6.96830820604756e-11
"CLDN3",1234,2246,6.9303926209319e-11
"EDN1",1234,2247,6.87322506612232e-11
"JUNB",1234,2248,6.83495537069032e-11
"SMAP1",1234,2249,6.82401509063488e-11
"HLA-DRB5",1234,2250,6.82351152630147e-11
"BLOC1S1",1234,2251,6.78349339865966e-11
"PDLIM1",1234,2252,6.6934257225476e-11
"MTRNR2L3",1234,2253,6.68823682180664e-11
"ENTPD8",1234,2254,6.60729102632727e-11
"CXCR4",1234,2255,6.57408929022396e-11
"SCP2",1234,2256,6.51883378160568e-11
"PRDX6",1234,2257,6.45865633647715e-11
"FRYL",1234,2258,6.44092484761022e-11
"GHITM",1234,2259,6.42621049544985e-11
"PLXNB2",1234,2260,6.39254513624297e-11
"MYO6",1234,2261,6.33351043998434e-11
"BCAP29",1234,2262,6.32006918430116e-11
"PSAP",1234,2263,6.2944241684995e-11
"PRUNE2",1234,2264,6.27890524553791e-11
"S100A13",1234,2265,6.12258954963023e-11
"CTD-2090I13.1",1234,2266,6.03417259785004e-11
"SPARC",1234,2267,6.01620749746393e-11
"FAM177A1",1234,2268,5.94042954183187e-11
"LSR",1234,2269,5.93691579932385e-11
"NDUFA1",1234,2270,5.91519727963032e-11
"HDHD3",1234,2271,5.91339894373319e-11
"ACTR2",1234,2272,5.90107909584848e-11
"ERBB3",1234,2273,5.90057861902185e-11
"METTL7A",1234,2274,5.8923490558883e-11
"CADM1",1234,2275,5.80811258233981e-11
"CRIP2",1234,2276,5.79521280971084e-11
"HSPA1B",1234,2277,5.79128731111979e-11
"NUDT14",1234,2278,5.77570299371491e-11
"PCSK7",1234,2279,5.67905185419397e-11
"FCGBP",1234,2280,5.64672059168486e-11
"TPSG1",1234,2281,5.6450074629735e-11
"UBE2L6",1234,2282,5.63318968082116e-11
"LAPTM4A",1234,2283,5.58883464391601e-11
"GNE",1234,2284,5.58402291959446e-11
"APOE",1234,2285,5.55055781913198e-11
"COL3A1",1234,2286,5.54182784654063e-11
"CXCL14",1234,2287,5.49604025946613e-11
"SLC9A3R1",1234,2288,5.49551844749746e-11
"COX7B",1234,2289,5.4879726357156e-11
"RRBP1",1234,2290,5.42950050241528e-11
"DCN",1234,2291,5.41818235885985e-11
"SH3BGRL",1234,2292,5.39664165004781e-11
"MIR4435-1HG",1234,2293,5.35223917021639e-11
"MTRNR2L8",1234,2294,5.32054847144451e-11
"ATP6V1E1",1234,2295,5.23974432685174e-11
"CDKN2B-AS1",1234,2296,5.19388353739154e-11
"SLC5A1",1234,2297,5.1671403880455e-11
"HLA-DMB",1234,2298,5.16423775356527e-11
"BACE2",1234,2299,5.15597122282112e-11
"LAMA1",1234,2300,5.15172662781141e-11
"TYROBP",1234,2301,5.13882704277578e-11
"NDUFA3",1234,2302,5.03628662648772e-11
"PET100",1234,2303,5.00432605737433e-11
"ME1",1234,2304,4.98738400658002e-11
"COX6C",1234,2305,4.89244540715229e-11
"C10orf10",1234,2306,4.88014703339744e-11
"MYH9",1234,2307,4.86895484122566e-11
"MLLT4",1234,2308,4.85855541380176e-11
"C12orf75",1234,2309,4.83642366420452e-11
"VASP",1234,2310,4.82439300994116e-11
"CD69",1234,2311,4.80345137631572e-11
"FAM120A",1234,2312,4.78172413455909e-11
"PPARG",1234,2313,4.77061443831224e-11
"TPRN",1234,2314,4.76469645403276e-11
"HOXD11",1234,2315,4.75719956630931e-11
"QPCT",1234,2316,4.72914819607039e-11
"C2",1234,2317,4.70738143660042e-11
"ARF6",1234,2318,4.66601581842131e-11
"UGDH",1234,2319,4.64921223815499e-11
"RNF186",1234,2320,4.6432203671462e-11
"GCC2",1234,2321,4.57929551030546e-11
"RP1-193H18.2",1234,2322,4.55976479152726e-11
"TESC",1234,2323,4.55865792158496e-11
"PHLDA1",1234,2324,4.54720877722723e-11
